,Noise,SNR,Random state,Error init,Error final,Error with f,Amari init,Amari,Amari with f
20,1.5848931924611138,3.796970032482935,0,0,0,0,0.03029486089491544,0.017103657045545305,0.017103657045545305
21,1.5848931924611138,3.796970032482935,1,0,0,0,0.06922484159448186,0.02961109413425147,0.02961109413425147
22,1.5848931924611138,3.796970032482935,2,0,0,0,0.051964230619310436,0.016578488162016014,0.016578488162016014
23,1.5848931924611138,3.796970032482935,3,0,0,0,0.03252001809287262,0.014973006394865495,0.014973006394865495
24,1.5848931924611138,3.796970032482935,4,0,0,0,0.16252205365178884,0.019089428892937278,0.019089428892937278
25,2.51188643150958,1.5116009963082022,0,0,0,0,0.04436661679233494,0.027210170834536494,0.027210170834536494
26,2.51188643150958,1.5116009963082022,1,0,0,0,0.24271728933287187,0.06800215463359241,0.06800215463359241
27,2.51188643150958,1.5116009963082022,2,0,0,0,0.10771741634839047,0.03209145412091683,0.03209145412091683
28,2.51188643150958,1.5116009963082022,3,0,0,0,0.10077527416445745,0.03071407717356767,0.03071407717356767
29,2.51188643150958,1.5116009963082022,4,0,0,0,0.6070951508043583,0.03762115486645368,0.03762115486645368
30,3.9810717055349745,0.6017791956461053,0,0,0,0,0.24559216001857412,0.050162419081309625,0.050162419081309625
31,3.9810717055349745,0.6017791956461053,1,0,0,0,0.7761645553232565,0.1832416963632627,0.1832416963632627
32,3.9810717055349745,0.6017791956461053,2,0,0,0,0.39729178509697327,0.07128831417860289,0.07128831417860289
33,3.9810717055349745,0.6017791956461053,3,0,0,0,0.40264747884415863,0.07718138884512461,0.07718138884512461
34,3.9810717055349745,0.6017791956461053,4,0,0,0,0.6394389446441079,0.11753998591310819,0.11753998591310819
35,6.309573444801935,0.23957261287663048,0,0,0,0,1.2758024996931245,0.11076021406526224,0.11076021406526224
36,6.309573444801935,0.23957261287663048,1,0,0,0,2.768127883259205,0.4593029637240679,0.4593029637240679
37,6.309573444801935,0.23957261287663048,2,0,0,0,2.710865697646331,0.18550519445581787,0.18550519445581787
38,6.309573444801935,0.23957261287663048,3,0,0,0,1.9301608121741585,0.22976687137636354,0.22976687137636354
39,6.309573444801935,0.23957261287663048,4,0,0,0,2.8274492210877966,0.49398453643872897,0.49398453643872897
40,10.0,0.09537557505442378,0,0,0,0,4.276511619721451,0.43922115499331543,0.4392211549933159
41,10.0,0.09537557505442378,1,14,14,14,4.269314762237317,4.7580900500286925,4.7580900500286925
42,10.0,0.09537557505442378,2,1,0,0,4.196366100731566,0.8669778506266098,0.861253963414187
43,10.0,0.09537557505442378,3,0,0,0,4.17002741648876,1.2926175805855629,1.2926175805855629
44,10.0,0.09537557505442378,4,0,0,0,4.2578006213580615,0.754728798465467,0.754728798465467
45,15.848931924611142,0.03796970032482933,0,16,16,16,4.362621042036809,4.944355264590721,4.944355264590721
46,15.848931924611142,0.03796970032482933,1,26,25,25,4.73299591825252,4.95506050521184,4.955060505211847
47,15.848931924611142,0.03796970032482933,2,21,21,21,4.636207985661286,4.025704552594321,4.025704552594321
48,15.848931924611142,0.03796970032482933,3,17,29,29,4.272758754934541,4.602889798581123,4.6028897985811295
49,15.848931924611142,0.03796970032482933,4,11,11,11,4.418593365052033,4.285964216507283,4.285964216507283
50,25.118864315095795,0.015116009963082029,0,27,32,32,4.731717582047884,4.552277649564223,4.5522776495642265
51,25.118864315095795,0.015116009963082029,1,24,23,23,5.335033022249321,4.6323551922203485,4.6323551922203405
52,25.118864315095795,0.015116009963082029,2,11,19,19,5.058037270134485,4.236957356807124,4.236957356807122
53,25.118864315095795,0.015116009963082029,3,20,32,32,4.225123557115825,4.6354288602332465,4.635428860233246
54,25.118864315095795,0.015116009963082029,4,28,29,29,4.567390354394691,5.437053963953509,5.437053963953501
