,Noise,SNR,Random state,Error init,Error final,Error with f,Amari init,Amari,Amari with f
0,0.251188643150958,143.3705809336718,0,0,0,0,0.8519990494184103,0.008226226199119724,0.008226226199119724
1,0.251188643150958,143.3705809336718,1,0,0,0,0.08398564483940862,0.00648474347670173,0.00648474347670173
2,0.251188643150958,143.3705809336718,2,0,0,0,0.00492979871081578,0.0019942900106493244,0.0019942900106493244
3,0.251188643150958,143.3705809336718,3,0,0,0,0.009149912814118403,0.0011492253117523963,0.0011492253117523963
4,0.251188643150958,143.3705809336718,4,0,0,0,0.1223661779472212,0.008494486730142007,0.008494486730142007
5,0.251188643150958,143.3705809336718,5,0,0,0,0.6264373150603063,0.04721274375692238,0.04721274375692238
6,0.251188643150958,143.3705809336718,6,0,0,0,0.06349929611967915,0.008167180461739773,0.008167180461739773
7,0.251188643150958,143.3705809336718,7,0,0,0,0.07495733326858271,0.007756006196144102,0.007756006196144102
8,0.31622776601683794,90.46072102249217,0,0,0,0,0.6998236130195741,0.007976870968193514,0.007976870968193514
9,0.31622776601683794,90.46072102249217,1,0,0,0,0.08422897111784762,0.0072949715346874635,0.0072949715346874635
10,0.31622776601683794,90.46072102249217,2,0,0,0,0.005983288609333948,0.0028812011931594883,0.0028812011931594883
11,0.31622776601683794,90.46072102249217,3,0,0,0,0.010012660852009284,0.0015349156242123,0.0015349156242123
12,0.31622776601683794,90.46072102249217,4,0,0,0,0.12353615309150623,0.008452863069101202,0.008452863069101202
13,0.31622776601683794,90.46072102249217,5,0,0,0,0.6039553821496776,0.03946813976284225,0.03946813976284225
14,0.31622776601683794,90.46072102249217,6,0,0,0,0.05748394103167831,0.0077703930235576415,0.0077703930235576415
15,0.31622776601683794,90.46072102249217,7,0,0,0,0.0764397638674954,0.007917949585487158,0.007917949585487158
16,0.39810717055349726,57.076856316115254,0,0,0,0,0.5398340697157767,0.008690146139176588,0.008690146139176588
17,0.39810717055349726,57.076856316115254,1,0,0,0,0.083674286523867,0.00873051397355451,0.00873051397355451
18,0.39810717055349726,57.076856316115254,2,0,0,0,0.007586663276621423,0.0041216900394387785,0.0041216900394387785
19,0.39810717055349726,57.076856316115254,3,0,0,0,0.011382617310776721,0.002145581158068695,0.002145581158068695
20,0.39810717055349726,57.076856316115254,4,0,0,0,0.12530393909216916,0.008661024036472101,0.008661024036472101
21,0.39810717055349726,57.076856316115254,5,0,0,0,0.574517476106888,0.03366421670142864,0.03366421670142864
22,0.39810717055349726,57.076856316115254,6,0,0,0,0.050326368067121104,0.00822751810729024,0.00822751810729024
23,0.39810717055349726,57.076856316115254,7,0,0,0,0.07864130299490409,0.008235732447749333,0.008235732447749333
24,0.5011872336272724,36.01306169249362,0,0,0,0,0.3925668095258492,0.010281126445331414,0.010281126445331414
25,0.5011872336272724,36.01306169249362,1,0,0,0,0.08285571547615855,0.011042716872506131,0.011042716872506131
26,0.5011872336272724,36.01306169249362,2,0,0,0,0.01015119543765904,0.005834051116749617,0.005834051116749617
27,0.5011872336272724,36.01306169249362,3,0,0,0,0.013480798683134308,0.003120305756877754,0.003120305756877754
28,0.5011872336272724,36.01306169249362,4,0,0,0,0.12631031291037587,0.009276823617409558,0.009276823617409558
29,0.5011872336272724,36.01306169249362,5,0,0,0,0.5381862751323763,0.02958832056279936,0.02958832056279936
30,0.5011872336272724,36.01306169249362,6,0,0,0,0.04259826933560954,0.009364019681094534,0.009364019681094534
31,0.5011872336272724,36.01306169249362,7,0,0,0,0.08174077927027634,0.009019338485118008,0.009019338485118008
32,0.6309573444801934,22.722705772097147,0,0,0,0,0.2723826086683169,0.012651938078453478,0.012651938078453478
33,0.6309573444801934,22.722705772097147,1,0,0,0,0.08441939692068812,0.014472668428660759,0.014472668428660759
34,0.6309573444801934,22.722705772097147,2,0,0,0,0.014147219381960582,0.008158921777247752,0.008158921777247752
35,0.6309573444801934,22.722705772097147,3,0,0,0,0.017031751360072768,0.004708975422531051,0.004708975422531051
36,0.6309573444801934,22.722705772097147,4,0,0,0,0.12542908284778043,0.010414925775349413,0.010414925775349413
37,0.6309573444801934,22.722705772097147,5,0,0,0,0.4961229234594026,0.027317566846971914,0.027317566846971914
38,0.6309573444801934,22.722705772097147,6,0,0,0,0.03636253925190917,0.011390340642923843,0.011390340642923843
